name,location,property,price,bedrooms,bathrooms,Pool,link
Modanza Homes & Gardens Property Land,Tanki,New Listing,"US$ 64,400",4,4,,https://century21aruba.com//en/d/modanza-homes-gardens-property-land-for-sale-aruba-1149862
Modanza Homes & Gardens Property Land,Tanki,New Listing,"US$ 64,400",4,4,,https://century21aruba.com//en/d/modanza-homes-gardens-property-land-vacant-land-for-sale-tanki-leendert-oranjestad-west-1149862
Modanza Homes & Gardens Property Land,Tanki,New Listing,"US$ 64,400",4,4,,https://century21aruba.com//en/s/residential/vacant-land/
Tamarijn Homes And Gardens,Tanki,,"US$ 64,400",4,4,,https://century21aruba.com//en/d/tamarijn-homes-and-gardens-land-for-sale-aruba-1145275
Tamarijn Homes And Gardens,Tanki,,"US$ 64,400",4,4,,https://century21aruba.com//en/d/tamarijn-homes-and-gardens-vacant-land-for-sale-paradera-paradera-1145275
Napa Valley Residences Property Land,Tanki,New Listing,"US$ 99,600",4,4,,https://century21aruba.com//en/d/napa-valley-residences-property-land-for-sale-aruba-1149861
Napa Valley Residences Property Land,Tanki,New Listing,"US$ 99,600",4,4,,https://century21aruba.com//en/d/napa-valley-residences-property-land-vacant-land-for-sale-tanki-flip-noord-1149861
Wayaca Property Land,Wayaca,Under Contract,"US$ 105,618",4,4,,https://century21aruba.com//en/d/wayaca-property-land-for-sale-aruba-1148092
Wayaca Property Land,Wayaca,Under Contract,"US$ 105,618",4,4,,https://century21aruba.com//en/d/wayaca-property-land-vacant-land-for-sale-wayaca-oranjestad-east-1148092
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/emmastraat-property-land-for-sale-aruba-1149481
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/emmastraat-property-land-vacant-land-for-sale-ponton-oranjestad-west-1149481
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/rooi-santo-land-for-sale-aruba-1147517
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/rooi-santo-land-vacant-land-for-sale-rooi-santo-noord-1147517
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/golfweg-land-for-sale-aruba-1149144
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/golfweg-vacant-land-for-sale-esso-heights-san-nicolas-1149144
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/paradera-property-land-for-sale-aruba-1149163
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/paradera-property-land-vacant-land-for-sale-paradera-paradera-1149163
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/sabana-grandi-property-land-for-sale-aruba-1146043
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/sabana-grandi-property-land-vacant-land-for-sale-mahuma-oranjestad-east-1146043
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/seroe-pita-property-land-for-sale-aruba-1147747
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/seroe-pita-property-land-vacant-land-for-sale-ayo-paradera-1147747
Emmastraat Property Land,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/bona-vista-hills-land-for-sale-aruba-1146566
Bona Vista Hills,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/bona-vista-hills-vacant-land-for-sale-alto-vista-noord-1146566
Noord Property Lot,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/noord-property-lot-land-for-sale-aruba-1147394
Noord Property Lot,Ponton,,SOLD,4,4,,https://century21aruba.com//en/d/noord-property-lot-vacant-land-for-sale-palm-beach-noord-1147394
Luxemburgstraat,Madiki,Under Contract,"US$ 893,260",4,4,,https://century21aruba.com//en/d/luxemburgstraat-land-for-sale-aruba-1144854
Luxemburgstraat,Madiki,Under Contract,"US$ 893,260",4,4,,https://century21aruba.com//en/d/luxemburgstraat-vacant-land-for-sale-madiki-oranjestad-west-1144854
Luxemburgstraat,Madiki,Under Contract,"US$ 893,260",4,4,,https://century21aruba.com//en/s/residential/vacant-land/hga/2
Palma Real Condo,Palm,Under Contract,"US$ 249,000",1,1,,https://century21aruba.com//en/d/palma-real-condo-for-sale-aruba-1148698
Palma Real Condo,Palm,Under Contract,"US$ 249,000",1,1,,https://century21aruba.com//en/d/palma-real-condo-condos-apartments-for-sale-palm-beach-noord-1148698
Harbour House Studio,Renaissance,Under Contract,"US$ 270,000",1,1,,https://century21aruba.com//en/d/harbour-house-studio-condo-for-sale-aruba-1149804
Harbour House Studio,Renaissance,Under Contract,"US$ 270,000",1,1,,https://century21aruba.com//en/d/harbour-house-studio-condos-apartments-for-sale-renaissance-oranjestad-east-1149804
Noord 51 - F,Palm,Under Contract,"US$ 289,000",2,2,,https://century21aruba.com//en/d/noord-51-f-condo-for-sale-aruba-1148743
Noord 51 - F,Palm,Under Contract,"US$ 289,000",2,2,,https://century21aruba.com//en/d/noord-51-f-condos-apartments-for-sale-palm-beach-noord-1148743
Palma Real 45,Palm,New Listing,"US$ 315,000",2,2,,https://century21aruba.com//en/d/palma-real-45-condo-for-sale-aruba-1149590
Palma Real 45,Palm,New Listing,"US$ 315,000",2,2,,https://century21aruba.com//en/d/palma-real-45-condos-apartments-for-sale-palm-beach-noord-1149590
Noord 100 - C,Alto,Price Reduced,"US$ 319,000",2,2&half,,https://century21aruba.com//en/d/noord-100-c-condo-for-sale-aruba-1148324
Noord 100 - C,Alto,Price Reduced,"US$ 319,000",2,2&half,,https://century21aruba.com//en/d/noord-100-c-condos-apartments-for-sale-alto-vista-noord-1148324
Diamante 237 - C,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/diamante-237-c-condo-for-sale-aruba-1147950
Diamante 237 - C,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/diamante-237-c-condos-apartments-for-sale-westpunt-noord-1147950
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/diamante-231-condo-for-sale-aruba-1149304
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/diamante-231-d-condos-apartments-for-sale-malmok-noord-1149304
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-condos-unit-53-for-sale-1146510
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-condos-unit-53-condos-apartments-for-sale-eagle-beach-oranjestad-west-1146510
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-unit-43-condo-for-sale-1145114
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-unit-43-43a-condos-apartments-for-sale-eagle-beach-oranjestad-west-1145114
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/arena-condominium-14-for-sale-aruba-1149148
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/arena-condominium-14-condos-apartments-for-sale-eagle-beach-oranjestad-west-1149148
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-aruba-condo-for-sale-1144749
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-aruba-condos-apartments-for-sale-renaissance-oranjestad-east-1144749
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-38-condo-for-sale-1149560
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-38-38a-condos-apartments-for-sale-eagle-beach-oranjestad-west-1149560
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-32-condo-for-sale-1149559
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/pearl-aruba-32-32a-condos-apartments-for-sale-eagle-beach-oranjestad-west-1149559
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-unit-201-condo-for-sale-aruba-1149344
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-unit-201-condos-apartments-for-sale-renaissance-oranjestad-east-1149344
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-unit-410-condo-for-sale-aruba-1149079
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-unit-410-condos-apartments-for-sale-renaissance-oranjestad-east-1149079
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/palm-aruba-109-condo-for-sale-1149257
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/palm-aruba-109-condos-apartments-for-sale-palm-beach-noord-1149257
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/palm-aruba-condos-unit-405-for-sale-1144846
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/palm-aruba-condos-unit-405-condos-apartments-for-sale-palm-beach-noord-1144846
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-unit-202-condo-for-sale-aruba-1149043
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/harbour-house-unit-202-condos-apartments-for-sale-renaissance-oranjestad-east-1149043
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/jardines-del-mar-unit-2-condo-for-sale-aruba-1146729
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/jardines-del-mar-unit-2-condos-apartments-for-sale-eagle-beach-oranjestad-west-1146729
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/blue-residences-unit-122-condo-for-sale-aruba-1147871
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/blue-residences-unit-122-condos-apartments-for-sale-eagle-beach-oranjestad-west-1147871
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/acqua-condominiums-unit-333-for-sale-aruba-1149916
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/acqua-condominiums-unit-333-condos-apartments-for-sale-palm-beach-noord-1149916
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-13-for-sale-aruba-1148888
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-13-condos-apartments-for-sale-renaissance-oranjestad-east-1148888
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/s/residential/for-sale/condos-apartments/
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-2-for-sale-aruba-1148879
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-2-condos-apartments-for-sale-renaissance-oranjestad-east-1148879
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/blue-residences-unit-411-condo-for-sale-aruba-1148859
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/blue-residences-unit-411-condos-apartments-for-sale-eagle-beach-oranjestad-west-1148859
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/atlantic-360-residences-condo-for-sale-aruba-1148663
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/atlantic-360-residences-condos-apartments-for-sale-eagle-beach-oranjestad-west-1148663
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/oceania-residences-condo-for-sale-aruba-1148560
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/oceania-residences-condos-apartments-for-sale-eagle-beach-oranjestad-west-1148560
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/azure-beach-residences-condo-for-sale-aruba-1145319
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/azure-beach-residences-condos-apartments-for-sale-eagle-beach-oranjestad-west-1145319
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/blue-residences-penthouse-1-2-condo-for-sale-aruba-1144889
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/blue-residences-penthouse-1-2-condos-apartments-for-sale-palm-beach-noord-1144889
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/oceania-residences-condo-for-sale-aruba-1147698
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/oceania-residences-condos-apartments-for-sale-eagle-beach-oranjestad-west-1147698
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-6-for-sale-aruba-1148860
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-6-condos-apartments-for-sale-renaissance-oranjestad-east-1148860
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-unit-1-condo-for-sale-aruba-1148892
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-unit-1-condos-apartments-for-sale-renaissance-oranjestad-east-1148892
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-3-for-sale-aruba-1148823
Diamante 231 - D,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-3-condos-apartments-for-sale-renaissance-oranjestad-east-1148823
Coral Shell Condominium Unit 16,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-16-for-sale-aruba-1148874
Coral Shell Condominium Unit 16,Westpunt,,SOLD,2,2,,https://century21aruba.com//en/d/coral-shell-condominium-unit-16-condos-apartments-for-sale-renaissance-oranjestad-east-1148874
Oceania Residences Penthouse 7,Eagle,New Listing,"US$ 4,000,000",5,5,,https://century21aruba.com//en/d/oceania-residences-penthouse-7-condo-for-sale-aruba-1149484
Oceania Residences Penthouse 7,Eagle,New Listing,"US$ 4,000,000",5,5,,https://century21aruba.com//en/d/oceania-residences-penthouse-7-condos-apartments-for-sale-eagle-beach-oranjestad-west-1149484
Oceania Residences Penthouse 7,Eagle,New Listing,"US$ 4,000,000",5,5,,https://century21aruba.com//en/s/residential/for-sale/condos-apartments/hga/3
Oceania Residences Penthouse 7,Eagle,New Listing,"US$ 4,000,000",5,5,,https://century21aruba.com//en/s/residential/for-sale/condos-apartments/hga/2
Sabana Basora 156,Sabana,Under Contract,"US$ 160,000",4,2,,https://century21aruba.com//en/d/sabana-basora-156-home-for-sale-aruba-1148123
Sabana Basora 156,Sabana,Under Contract,"US$ 160,000",4,2,,https://century21aruba.com//en/d/sabana-basora-156-single-family-homes-for-sale-sabana-basora-savaneta-1148123
Ponton 88 - K,Ponton,Under Contract,"US$ 182,585",4,3,,https://century21aruba.com//en/d/ponton-88-k-home-for-sale-aruba-1145154
Ponton 88 - K,Ponton,Under Contract,"US$ 182,585",4,3,,https://century21aruba.com//en/d/ponton-88-k-single-family-homes-for-sale-ponton-oranjestad-west-1145154
Caya Eleuterio (Boes) Orman 28,Renaissance,New Listing,"US$ 190,000",8,3,,https://century21aruba.com//en/d/caya-eleuterio-boes-orman-28-home-for-sale-aruba-1149558
Caya Eleuterio (Boes) Orman 28,Renaissance,New Listing,"US$ 190,000",8,3,,https://century21aruba.com//en/d/caya-eleuterio-boes-orman-28-single-family-homes-for-sale-renaissance-oranjestad-east-1149558
Yayostraat 3,Ponton,Under Contract,"US$ 212,921",3,3,,https://century21aruba.com//en/d/yayostraat-3-home-for-sale-aruba-1146433
Yayostraat 3,Ponton,Under Contract,"US$ 212,921",3,3,,https://century21aruba.com//en/d/yayostraat-3-single-family-homes-for-sale-ponton-oranjestad-west-1146433
Monte Verde 87,Hooiberg,,SOLD,3,2,,https://century21aruba.com//en/d/monte-verde-87-home-for-sale-aruba-1147999
Monte Verde 87,Hooiberg,,SOLD,3,2,,https://century21aruba.com//en/d/monte-verde-87-single-family-homes-for-sale-hooiberg-santa-cruz-1147999
Punto Di Oro,Hooiberg,,SOLD,3,2,,https://century21aruba.com//en/d/punto-di-oro-home-for-sale-aruba-1145153
Punto Di Oro,Hooiberg,,SOLD,3,2,,https://century21aruba.com//en/d/punto-di-oro-single-family-homes-for-sale-tanki-leendert-oranjestad-west-1145153
Seroe Blanco 632,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/seroe-blanco-632-home-for-sale-aruba-1145112
Seroe Blanco 632,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/seroe-blanco-632-single-family-homes-for-sale-sero-blanco-oranjestad-west-1145112
Balashi 14a,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/balashi-14a-home-for-sale-aruba-1148568
Balashi 14a,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/balashi-14a-single-family-homes-for-sale-balashi-oranjestad-east-1148568
Paradera 1,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/paradera-1-home-for-sale-aruba-1149126
Paradera 1,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/paradera-1-single-family-homes-for-sale-paradera-paradera-1149126
Yayostraat 5,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/yayostraat-5-home-for-sale-aruba-1146430
Yayostraat 5,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/yayostraat-5-single-family-homes-for-sale-ponton-oranjestad-west-1146430
San Fuego 22 - C,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/san-fuego-22-c-home-for-sale-aruba-1149199
San Fuego 22 - C,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/san-fuego-22-c-single-family-homes-for-sale-san-fuego-santa-cruz-1149199
Napa Valley - Townhouse Unit 1 - B,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/napa-valley-townhouse-unit-1-b-home-for-sale-aruba-1146508
Napa Valley - Townhouse Unit 1 - B,Sero,,SOLD,4,3,,https://century21aruba.com//en/d/napa-valley-townhouse-unit-1-b-single-family-homes-for-sale-tanki-flip-noord-1146508
Piedra Plat 104 - D,Piedra,New Listing,"US$ 258,427",4,2,,https://century21aruba.com//en/d/piedra-plat-104-d-home-for-sale-aruba-1149580
Piedra Plat 104 - D,Piedra,New Listing,"US$ 258,427",4,2,,https://century21aruba.com//en/d/piedra-plat-104-d-single-family-homes-for-sale-piedra-plat-paradera-1149580
Papilon 63 - C,Piedra,,"US$ 258,427",4,2,,https://century21aruba.com//en/d/papilon-63-c-home-for-sale-aruba-1145676
Papilon 63 - C,Piedra,,"US$ 258,427",4,2,,https://century21aruba.com//en/d/papilon-63-c-single-family-homes-for-sale-papilon-oranjestad-east-1145676
Tanki Leendert 263 - B,Tanki,,SOLD,3,1,,https://century21aruba.com//en/d/tanki-leendert-263-b-home-for-sale-aruba-1148785
Tanki Leendert 263 - B,Tanki,,SOLD,3,1,,https://century21aruba.com//en/d/tanki-leendert-263-b-single-family-homes-for-sale-tanki-leendert-oranjestad-west-1148785
Piedra Plat 23 - E,Piedra,New Listing,"US$ 278,090",4,2,,https://century21aruba.com//en/d/piedra-plat-23-e-home-for-sale-aruba-1149339
Piedra Plat 23 - E,Piedra,New Listing,"US$ 278,090",4,2,,https://century21aruba.com//en/d/piedra-plat-23-e-single-family-homes-for-sale-piedra-plat-paradera-1149339
Sabana Liber 18 - A,Sabana,Pending Offers,"US$ 280,337",3,2,,https://century21aruba.com//en/d/sabana-liber-18-a-home-for-sale-aruba-1149482
Sabana Liber 18 - A,Sabana,Pending Offers,"US$ 280,337",3,2,,https://century21aruba.com//en/d/sabana-liber-18-a-single-family-homes-for-sale-sabana-liber-noord-1149482
Walishali 14,Ponton,New Listing,"US$ 300,561",2,2,,https://century21aruba.com//en/d/walishali-14-home-for-sale-aruba-1149573
Walishali 14,Ponton,New Listing,"US$ 300,561",2,2,,https://century21aruba.com//en/d/walishali-14-single-family-homes-for-sale-ponton-oranjestad-west-1149573
Paradera 85 - N & P,Paradera,Under Contract,"US$ 337,000",4,2,,https://century21aruba.com//en/d/paradera-85-n-home-for-sale-aruba-1147944
Paradera 85 - N & P,Paradera,Under Contract,"US$ 337,000",4,2,,https://century21aruba.com//en/d/paradera-85-n-p-single-family-homes-for-sale-paradera-paradera-1147944
Wayaca Residence 333,Wayaca,New Listing,"US$ 350,028",3,2,,https://century21aruba.com//en/d/wayaca-residence-333-home-for-sale-aruba-1149604
Wayaca Residence 333,Wayaca,New Listing,"US$ 350,028",3,2,,https://century21aruba.com//en/d/wayaca-residence-333-single-family-homes-for-sale-wayaca-oranjestad-east-1149604
Little Palms,Wayaca,,"US$ 350,028",3,2,,https://century21aruba.com//en/d/little-palms-home-for-sale-aruba-1147399
Little Palms,Wayaca,,"US$ 350,028",3,2,,https://century21aruba.com//en/d/little-palms-single-family-homes-for-sale-boegeroei-noord-1147399
Alto Vista 28 - V,Alto,Motivated Seller,"US$ 365,000",3,3,,https://century21aruba.com//en/d/alto-vista-28-home-for-sale-aruba-1148791
Alto Vista 28 - V,Alto,Motivated Seller,"US$ 365,000",3,3,,https://century21aruba.com//en/d/alto-vista-28-v-single-family-homes-for-sale-alto-vista-noord-1148791
Tuscany Residence Aruba,Bakval,Under Contract,"US$ 389,000",2,2&half,,https://century21aruba.com//en/d/tuscany-residence-aruba-home-for-sale-1144662
Tuscany Residence Aruba,Bakval,Under Contract,"US$ 389,000",2,2&half,,https://century21aruba.com//en/d/tuscany-residence-aruba-single-family-homes-for-sale-bakval-noord-1144662
Seroe Blanco 319,Sero,New Listing,"US$ 435,394",3,3&half,,https://century21aruba.com//en/d/seroe-blanco-319-home-for-sale-aruba-1149620
Seroe Blanco 319,Sero,New Listing,"US$ 435,394",3,3&half,,https://century21aruba.com//en/d/seroe-blanco-319-single-family-homes-for-sale-sero-blanco-oranjestad-west-1149620
Paradera 233,Sero,,"US$ 435,394",3,3&half,,https://century21aruba.com//en/d/paradera-233-home-for-sale-aruba-1149272
Paradera 233,Sero,,"US$ 435,394",3,3&half,,https://century21aruba.com//en/d/paradera-233-single-family-homes-for-sale-paradera-paradera-1149272
Tuscany Watervillas,Bakval,Under Contract,"US$ 476,700",2,2&half,,https://century21aruba.com//en/d/tuscany-watervillas-home-for-sale-aruba-1147405
Tuscany Watervillas,Bakval,Under Contract,"US$ 476,700",2,2&half,,https://century21aruba.com//en/d/tuscany-watervillas-single-family-homes-for-sale-bakval-noord-1147405
Tibushi 28,Bakval,,"US$ 476,700",2,2&half,,https://century21aruba.com//en/d/tibushi-28-home-for-sale-aruba-1149196
Tibushi 28,Bakval,,"US$ 476,700",2,2&half,,https://century21aruba.com//en/d/tibushi-28-single-family-homes-for-sale-westpunt-noord-1149196
